Flight_ID,Airline,Departure_Airport,Arrival_Airport,Flight_Date,Scheduled_Departure_Time,Actual_Departure_Delay_Min,Scheduled_Arrival_Time,Arrival_Delay_Min,Flight_Duration_Min,Distance_KM,Weather_Condition,Delay_Reason,Gate_Number,Terminal,Passenger_Count,Day_of_Week,Month,On_Time_Status
FL1715,Emirates,MAA,HYD,25-07-2024,15:23:14,61,09:15:03,54,119,3190,Storm,Air Traffic,G31,T3,156,Saturday,February,Delayed
FL1716,Air India,HYD,BLR,03-08-2025,10:52:37,95,07:09:01,111,294,1197,Cloudy,Crew Issue,G49,T2,208,Sunday,June,Delayed
FL1717,Vistara,SIN,DXB,13-08-2025,22:02:24,123,17:18:56,146,266,2255,Cloudy,Weather,G8,T3,250,Tuesday,August,Delayed
FL1718,IndiGo,MAA,BOM,27-06-2024,10:39:06,57,17:54:02,83,354,1803,Cloudy,Late Aircraft,G17,T2,260,Tuesday,March,Delayed
FL1719,SpiceJet,MAA,BOM,17-08-2025,22:51:59,43,21:26:09,61,118,4978,Cloudy,Late Aircraft,G28,T1,314,Saturday,April,Delayed
FL1720,SpiceJet,DXB,SIN,19-03-2026,22:04:32,126,09:25:18,143,274,1290,Clear,Crew Issue,G3,T3,326,Thursday,August,Delayed
FL1721,Air India,BLR,CCU,05-11-2025,10:31:27,63,20:59:41,78,351,789,Storm,Weather,G37,T1,294,Monday,March,Delayed
FL1722,Emirates,MAA,BOM,06-09-2025,00:22:15,61,22:16:26,92,229,3816,Cloudy,Weather,G13,T3,316,Tuesday,January,Delayed
FL1723,Air India,MAA,BLR,19-09-2025,11:24:10,53,21:24:50,58,67,915,Cloudy,Crew Issue,G40,T3,286,Friday,November,Delayed
FL1724,Emirates,DEL,DXB,22-05-2025,13:06:46,129,05:41:56,148,281,949,Fog,Weather,G44,T1,256,Thursday,October,Delayed
FL1725,Vistara,SIN,DXB,15-03-2026,20:37:03,79,19:44:54,85,277,2861,Rain,Technical,G12,T2,328,Friday,March,Delayed
FL1726,Emirates,MAA,CCU,23-10-2024,05:19:49,145,03:38:04,166,121,4177,Cloudy,Air Traffic,G47,T1,244,Saturday,November,Delayed
FL1727,Akasa Air,CCU,BLR,17-01-2025,04:09:17,165,09:30:10,157,281,4551,Cloudy,Weather,G21,T1,159,Thursday,July,Delayed
FL1728,IndiGo,MAA,DEL,10-07-2025,11:46:45,12,22:05:56,28,337,3346,Rain,Security,G15,T3,256,Saturday,July,On-Time
FL1729,IndiGo,MAA,CCU,30-03-2025,15:22:42,131,08:22:56,152,338,3234,Rain,Crew Issue,G6,T3,253,Friday,January,Delayed
FL1730,Vistara,BOM,DEL,20-11-2024,11:45:50,160,08:18:41,177,316,4048,Rain,Security,G22,T3,119,Sunday,January,Delayed
FL1731,Vistara,DXB,HYD,25-07-2024,02:39:40,124,08:30:28,134,155,1840,Fog,Weather,G46,T3,227,Friday,July,Delayed
FL1732,Vistara,BLR,SIN,08-04-2025,17:01:24,175,20:51:28,170,276,2403,Storm,Air Traffic,G46,T3,236,Sunday,December,Delayed
FL1733,Air India,BOM,HYD,05-12-2025,02:14:13,156,10:29:49,152,163,4472,Fog,Crew Issue,G38,T1,307,Sunday,February,Delayed
FL1734,Akasa Air,HYD,CCU,10-01-2025,05:19:44,7,12:35:12,7,241,4139,Storm,Air Traffic,G38,T1,225,Monday,December,On-Time
FL1735,Akasa Air,DEL,CCU,26-10-2024,14:59:51,26,04:34:09,35,199,598,Clear,Security,G31,T1,140,Thursday,November,Delayed
FL1736,Qatar Airways,BLR,DXB,06-09-2024,03:50:11,60,13:41:18,59,222,4746,Fog,Crew Issue,G15,T2,302,Monday,March,Delayed
FL1737,Akasa Air,DXB,CCU,07-11-2025,04:01:04,12,11:49:04,50,350,2806,Fog,Air Traffic,G21,T3,340,Thursday,October,On-Time
FL1738,SpiceJet,CCU,HYD,08-02-2025,03:59:42,85,17:54:47,112,173,3804,Storm,Technical,G32,T2,232,Friday,September,Delayed
FL1739,SpiceJet,SIN,BOM,27-01-2026,13:15:33,98,19:40:47,90,267,3496,Cloudy,Security,G10,T2,74,Wednesday,May,Delayed
FL1740,Emirates,CCU,SIN,19-09-2024,17:05:18,67,15:55:47,85,78,3030,Storm,Late Aircraft,G2,T1,123,Sunday,November,Delayed
FL1741,Air India,BOM,DXB,03-07-2024,07:57:51,60,07:49:17,92,212,2558,Storm,Late Aircraft,G23,T1,188,Monday,April,Delayed
FL1742,SpiceJet,DXB,SIN,25-08-2024,21:09:52,109,08:04:24,132,242,2887,Cloudy,Security,G5,T3,240,Saturday,December,Delayed
FL1743,Vistara,DEL,MAA,14-03-2026,13:01:36,58,06:25:33,52,110,3127,Clear,Weather,G4,T1,295,Thursday,October,Delayed
FL1744,IndiGo,DXB,DEL,22-12-2024,08:34:02,112,18:36:09,143,225,1337,Fog,Technical,G11,T2,337,Monday,October,Delayed
FL1745,Vistara,DEL,DXB,25-02-2026,02:23:53,138,03:03:05,145,214,1398,Storm,Security,G21,T3,182,Friday,May,Delayed
FL1746,Qatar Airways,DEL,SIN,10-05-2024,02:54:48,86,04:37:35,116,118,3204,Rain,Late Aircraft,G41,T2,231,Thursday,January,Delayed
FL1747,Emirates,BLR,SIN,26-08-2024,02:32:40,149,18:25:41,157,123,1978,Cloudy,Air Traffic,G40,T1,263,Monday,October,Delayed
FL1748,Air India,BLR,CCU,21-07-2024,16:52:31,174,21:01:09,180,152,2777,Clear,Air Traffic,G14,T1,161,Saturday,January,Delayed
FL1749,SpiceJet,MAA,DEL,13-04-2025,09:37:35,160,17:26:19,192,266,1619,Storm,Air Traffic,G20,T3,271,Thursday,July,Delayed
FL1750,IndiGo,BLR,CCU,24-04-2026,17:05:37,165,14:10:40,157,215,3555,Clear,Weather,G26,T3,143,Wednesday,December,Delayed
FL1751,Qatar Airways,CCU,MAA,25-02-2025,08:43:02,12,11:02:04,14,352,1244,Fog,Technical,G38,T3,341,Tuesday,August,On-Time
FL1752,IndiGo,DXB,HYD,14-03-2026,08:20:23,25,10:49:03,25,358,3521,Fog,Technical,G20,T2,57,Friday,February,Delayed
FL1753,SpiceJet,BOM,CCU,06-03-2026,11:47:39,28,12:33:49,57,268,2687,Fog,Weather,G16,T3,284,Wednesday,September,Delayed
FL1754,Vistara,HYD,DXB,05-06-2025,00:05:02,6,11:34:38,11,104,1254,Storm,Security,G47,T2,204,Sunday,April,On-Time
FL1755,Vistara,CCU,SIN,31-03-2026,20:38:38,87,14:47:50,85,238,2559,Storm,Security,G37,T1,283,Thursday,February,Delayed
FL1756,Vistara,HYD,DEL,28-09-2024,10:59:49,118,02:01:06,115,266,2954,Rain,Late Aircraft,G30,T3,325,Tuesday,June,Delayed
FL1757,Akasa Air,DXB,MAA,12-01-2025,09:30:45,123,01:35:56,151,178,4156,Cloudy,Weather,G42,T3,60,Sunday,May,Delayed
FL1758,IndiGo,BLR,MAA,07-11-2025,06:36:01,97,12:10:14,136,130,2711,Storm,Late Aircraft,G34,T3,300,Sunday,June,Delayed
FL1759,Air India,BOM,CCU,08-10-2024,22:11:59,19,15:23:49,58,275,4959,Storm,Air Traffic,G15,T2,133,Tuesday,October,Delayed
FL1760,Emirates,HYD,BOM,15-11-2024,20:27:35,130,22:47:22,156,185,2340,Rain,Crew Issue,G40,T3,121,Tuesday,April,Delayed
FL1761,SpiceJet,BLR,SIN,29-11-2025,12:04:34,39,14:53:35,72,115,2242,Rain,Technical,G40,T1,159,Sunday,April,Delayed
FL1762,Qatar Airways,CCU,BOM,18-10-2024,09:13:24,135,13:54:11,153,115,1383,Clear,Weather,G10,T1,88,Saturday,November,Delayed
FL1763,IndiGo,SIN,HYD,12-02-2026,01:23:46,27,20:17:06,65,184,1336,Cloudy,Weather,G32,T2,85,Wednesday,October,Delayed
FL1764,Akasa Air,CCU,BLR,10-12-2025,01:47:06,100,18:38:35,115,145,3887,Fog,Crew Issue,G31,T1,215,Sunday,September,Delayed
FL1765,Air India,HYD,BLR,27-04-2026,06:27:09,126,19:41:26,139,337,4013,Cloudy,Technical,G31,T1,60,Friday,July,Delayed
FL1766,IndiGo,SIN,HYD,26-03-2025,00:35:52,45,08:21:59,66,249,2800,Cloudy,Air Traffic,G38,T2,315,Sunday,November,Delayed
FL1767,IndiGo,MAA,HYD,30-06-2025,05:11:23,167,16:38:43,202,171,3516,Cloudy,Crew Issue,G1,T2,296,Saturday,January,Delayed
FL1768,Air India,DEL,DXB,05-11-2025,02:22:09,56,13:46:33,87,240,525,Storm,Security,G9,T1,327,Wednesday,June,Delayed
FL1769,Akasa Air,HYD,BOM,16-08-2024,13:18:14,140,17:52:08,154,235,829,Fog,Technical,G12,T2,155,Thursday,October,Delayed
FL1770,Air India,CCU,MAA,22-02-2025,05:12:44,14,07:08:57,18,226,3196,Storm,Crew Issue,G32,T1,89,Thursday,December,On-Time
FL1771,Qatar Airways,CCU,MAA,22-03-2026,16:35:07,147,08:08:38,162,278,1144,Storm,Air Traffic,G16,T2,250,Tuesday,October,Delayed
FL1772,Emirates,MAA,CCU,17-07-2024,04:34:56,75,01:39:39,108,97,1534,Rain,Weather,G7,T3,298,Wednesday,April,Delayed
FL1773,Vistara,DXB,SIN,13-02-2026,09:29:33,47,04:49:30,54,354,4079,Rain,Technical,G25,T3,273,Tuesday,August,Delayed
FL1774,Vistara,DEL,MAA,22-08-2025,00:56:45,61,19:04:27,90,288,2181,Storm,Technical,G14,T3,144,Friday,September,Delayed
FL1775,Vistara,CCU,SIN,20-12-2024,00:54:44,53,02:16:11,46,98,3192,Fog,Air Traffic,G32,T3,236,Sunday,October,Delayed
FL1776,IndiGo,DEL,HYD,21-06-2024,21:23:56,165,10:22:34,182,112,2057,Rain,Weather,G3,T1,180,Sunday,May,Delayed
FL1777,Emirates,SIN,DXB,23-02-2025,13:51:45,149,02:42:29,170,259,2594,Clear,Crew Issue,G8,T3,234,Wednesday,May,Delayed
FL1778,Akasa Air,CCU,MAA,09-04-2026,20:37:12,5,07:38:15,8,91,3982,Cloudy,Air Traffic,G10,T2,305,Monday,July,On-Time
FL1779,Qatar Airways,BOM,BLR,03-10-2025,16:37:46,75,19:31:58,113,346,648,Cloudy,Technical,G5,T3,239,Friday,November,Delayed
FL1780,SpiceJet,MAA,SIN,25-03-2025,00:35:23,51,19:21:12,65,186,2634,Fog,Air Traffic,G21,T3,299,Friday,August,Delayed
FL1781,Vistara,SIN,DEL,23-05-2025,19:02:08,83,13:57:16,111,72,2986,Cloudy,Air Traffic,G42,T2,163,Saturday,March,Delayed
FL1782,Qatar Airways,MAA,DXB,18-11-2025,15:01:54,176,04:51:54,185,264,636,Fog,Crew Issue,G36,T3,322,Friday,October,Delayed
FL1783,IndiGo,DXB,SIN,02-02-2026,13:03:59,151,18:38:08,148,278,4504,Clear,Technical,G23,T2,223,Tuesday,June,Delayed
FL1784,SpiceJet,CCU,DXB,04-01-2026,12:52:40,71,09:47:04,68,170,3046,Fog,Security,G13,T3,278,Thursday,May,Delayed
FL1785,Qatar Airways,SIN,DXB,27-10-2025,14:01:12,155,10:38:14,169,248,3643,Fog,Late Aircraft,G2,T3,295,Friday,August,Delayed
FL1786,Air India,DXB,BOM,22-07-2025,05:46:09,144,12:06:55,163,72,797,Clear,Technical,G29,T3,287,Tuesday,November,Delayed
FL1787,Emirates,HYD,DXB,22-03-2026,18:12:32,93,06:53:09,100,328,1947,Clear,Technical,G17,T1,165,Thursday,February,Delayed
FL1788,Vistara,BOM,DEL,14-04-2026,20:19:58,142,11:42:03,140,239,3061,Cloudy,Weather,G44,T1,102,Sunday,July,Delayed
FL1789,SpiceJet,BOM,DEL,09-03-2025,18:16:05,127,08:19:14,146,196,2017,Cloudy,Technical,G47,T1,50,Saturday,July,Delayed
FL1790,Air India,HYD,BOM,21-11-2025,16:08:30,43,11:01:30,67,157,4091,Fog,Crew Issue,G9,T3,337,Tuesday,March,Delayed
FL1791,IndiGo,MAA,DEL,26-07-2025,17:16:21,14,21:50:03,15,296,3251,Fog,Air Traffic,G8,T2,204,Thursday,September,On-Time
FL1792,Vistara,HYD,CCU,30-04-2026,14:56:44,11,19:13:52,1,166,3603,Rain,Late Aircraft,G42,T3,239,Tuesday,October,On-Time
FL1793,Emirates,SIN,CCU,19-05-2024,03:49:20,114,02:00:10,114,162,1804,Cloudy,Crew Issue,G32,T3,270,Saturday,November,Delayed
FL1794,Vistara,HYD,MAA,31-05-2024,04:12:59,84,03:13:23,113,115,4785,Cloudy,Technical,G22,T1,151,Thursday,May,Delayed
FL1795,SpiceJet,CCU,BLR,07-09-2024,17:36:01,164,18:27:12,198,251,798,Rain,Air Traffic,G8,T1,282,Monday,September,Delayed
FL1796,SpiceJet,MAA,BLR,04-03-2025,12:09:28,176,20:46:58,200,198,1116,Storm,Security,G21,T1,164,Saturday,August,Delayed
FL1797,IndiGo,SIN,MAA,17-03-2025,07:51:56,62,02:23:09,91,215,2342,Storm,Air Traffic,G17,T3,55,Tuesday,January,Delayed
FL1798,Vistara,CCU,BOM,05-03-2025,16:21:43,146,18:54:31,173,87,4333,Cloudy,Crew Issue,G38,T2,168,Tuesday,March,Delayed
FL1799,Vistara,DXB,SIN,14-06-2025,04:07:08,36,10:55:48,29,273,3589,Rain,Air Traffic,G49,T1,348,Thursday,November,Delayed
FL1800,Qatar Airways,BLR,CCU,07-05-2024,19:25:03,163,02:18:10,165,117,3659,Cloudy,Late Aircraft,G17,T3,154,Wednesday,May,Delayed
FL1801,Air India,HYD,BLR,07-12-2025,07:15:54,82,08:24:07,106,297,2261,Clear,Technical,G18,T1,345,Wednesday,February,Delayed
FL1802,Vistara,SIN,HYD,10-10-2025,17:16:53,96,11:19:32,97,267,4305,Fog,Late Aircraft,G44,T3,186,Thursday,April,Delayed
FL1803,Air India,CCU,DEL,15-11-2025,05:36:00,110,20:11:44,115,243,3658,Clear,Security,G24,T1,191,Tuesday,February,Delayed
FL1804,Air India,HYD,MAA,27-08-2025,06:06:44,24,09:58:18,47,126,1573,Storm,Late Aircraft,G24,T1,167,Tuesday,February,Delayed
FL1805,Vistara,MAA,DEL,14-02-2026,06:43:38,72,19:26:47,87,69,4547,Rain,Air Traffic,G5,T2,244,Wednesday,August,Delayed
FL1806,Emirates,CCU,BLR,22-02-2026,06:38:41,26,08:46:11,31,172,570,Clear,Air Traffic,G35,T1,154,Sunday,March,Delayed
FL1807,Qatar Airways,DEL,BLR,02-04-2026,19:17:35,43,00:06:42,58,234,2698,Storm,Weather,G20,T3,189,Thursday,March,Delayed
FL1808,SpiceJet,BLR,SIN,19-05-2025,12:07:48,131,17:14:36,143,235,2530,Storm,Weather,G48,T1,178,Sunday,December,Delayed
FL1809,Qatar Airways,BLR,HYD,19-05-2024,11:42:37,88,11:25:01,79,217,4270,Storm,Technical,G21,T3,165,Monday,April,Delayed
FL1810,Qatar Airways,SIN,CCU,16-10-2025,11:13:19,115,21:58:10,142,312,3514,Clear,Security,G46,T3,74,Tuesday,August,Delayed
FL1811,SpiceJet,DXB,CCU,01-08-2025,21:27:31,20,21:36:39,33,129,2972,Fog,Technical,G43,T3,161,Saturday,January,Delayed
FL1812,Vistara,BOM,BLR,19-01-2026,06:22:49,107,10:37:55,143,150,829,Fog,Technical,G21,T2,276,Monday,November,Delayed
FL1813,Air India,BLR,DEL,01-07-2025,05:47:59,103,20:33:28,115,251,2286,Storm,Air Traffic,G40,T1,291,Tuesday,May,Delayed
FL1814,Qatar Airways,BOM,HYD,22-01-2025,04:46:12,137,20:59:45,151,239,1308,Rain,Weather,G8,T1,252,Friday,December,Delayed
FL1815,Akasa Air,SIN,CCU,11-05-2024,19:43:30,60,13:37:45,54,296,2016,Rain,Air Traffic,G37,T1,105,Tuesday,March,Delayed
FL1816,Emirates,SIN,DEL,01-10-2025,10:04:34,101,21:47:38,119,256,884,Cloudy,Air Traffic,G48,T3,51,Monday,January,Delayed
FL1817,Air India,CCU,DXB,02-04-2026,13:39:26,103,21:04:47,122,326,2311,Cloudy,Weather,G44,T1,139,Thursday,April,Delayed
FL1818,Qatar Airways,CCU,HYD,26-10-2025,06:17:27,122,15:26:25,119,279,4261,Fog,Crew Issue,G30,T3,152,Tuesday,January,Delayed
FL1819,Emirates,DXB,MAA,03-03-2026,19:59:51,161,12:34:16,181,111,1911,Rain,Air Traffic,G1,T1,327,Thursday,December,Delayed
FL1820,SpiceJet,SIN,HYD,26-11-2024,04:26:37,39,23:17:21,65,170,2732,Cloudy,Late Aircraft,G1,T2,298,Tuesday,October,Delayed
FL1821,SpiceJet,MAA,CCU,25-12-2024,23:20:53,169,20:13:07,179,268,4417,Fog,Late Aircraft,G38,T2,148,Wednesday,October,Delayed
FL1822,Akasa Air,MAA,DEL,04-05-2026,04:44:05,7,09:26:18,43,332,4924,Rain,Crew Issue,G26,T2,190,Sunday,May,On-Time
FL1823,IndiGo,CCU,BLR,03-07-2025,07:28:15,144,01:05:28,171,137,4824,Cloudy,Crew Issue,G6,T3,212,Tuesday,January,Delayed
FL1824,Akasa Air,CCU,SIN,13-06-2025,11:01:35,109,01:36:19,112,298,371,Rain,Air Traffic,G15,T3,332,Monday,November,Delayed
FL1825,Akasa Air,DXB,BOM,16-04-2026,13:53:02,12,14:12:00,50,304,1315,Storm,Security,G35,T1,109,Friday,May,On-Time
FL1826,Emirates,CCU,BLR,16-08-2024,08:45:57,5,06:08:38,0,117,706,Fog,Weather,G25,T1,75,Friday,November,On-Time
FL1827,Qatar Airways,BOM,DEL,06-04-2026,15:18:36,46,04:29:03,40,79,4785,Rain,Technical,G6,T1,108,Tuesday,February,Delayed
FL1828,IndiGo,SIN,BOM,05-09-2025,16:31:34,145,09:24:16,138,332,4921,Clear,Security,G14,T3,62,Sunday,July,Delayed
FL1829,Akasa Air,SIN,HYD,25-03-2025,05:04:38,134,01:00:36,167,78,4970,Cloudy,Air Traffic,G43,T1,288,Wednesday,April,Delayed
FL1830,Air India,BOM,DEL,18-03-2026,15:15:31,162,04:55:55,168,159,1998,Storm,Weather,G32,T2,171,Sunday,November,Delayed
FL1831,Akasa Air,DEL,BLR,10-07-2025,18:33:23,175,14:22:57,208,204,3698,Storm,Air Traffic,G43,T3,99,Monday,October,Delayed
FL1832,IndiGo,HYD,CCU,25-05-2025,03:24:11,64,21:48:29,88,347,3512,Clear,Air Traffic,G6,T1,177,Tuesday,September,Delayed
FL1833,Emirates,BOM,DEL,16-02-2025,05:13:52,141,06:46:34,167,298,4207,Rain,Security,G40,T2,236,Tuesday,April,Delayed
FL1834,Emirates,BLR,CCU,24-09-2025,16:25:05,143,22:28:04,136,343,2584,Rain,Security,G2,T3,336,Friday,July,Delayed
FL1835,Emirates,BOM,SIN,24-05-2025,14:34:34,2,18:41:05,0,339,4154,Cloudy,Air Traffic,G43,T3,208,Thursday,December,On-Time
FL1836,Air India,DXB,DEL,21-10-2024,22:52:51,44,02:56:46,35,323,3875,Rain,Security,G44,T2,152,Friday,June,Delayed
FL1837,Akasa Air,MAA,CCU,14-07-2024,10:35:23,124,13:00:45,129,345,1781,Storm,Air Traffic,G38,T2,195,Friday,June,Delayed
FL1838,Qatar Airways,CCU,BLR,06-11-2025,17:41:22,113,04:28:32,107,280,722,Storm,Late Aircraft,G34,T2,220,Friday,April,Delayed
FL1839,Qatar Airways,BLR,HYD,07-08-2024,02:37:46,125,15:42:54,159,210,752,Cloudy,Late Aircraft,G30,T2,171,Wednesday,August,Delayed
FL1840,IndiGo,SIN,BLR,26-03-2025,17:12:59,107,13:35:40,100,152,3266,Clear,Air Traffic,G6,T3,337,Monday,September,Delayed
FL1841,IndiGo,MAA,BLR,10-04-2025,19:48:05,105,13:23:19,112,330,1747,Fog,Technical,G32,T1,278,Sunday,June,Delayed
FL1842,Qatar Airways,DEL,SIN,24-06-2024,07:26:16,5,00:43:10,42,165,4022,Fog,Security,G43,T3,145,Friday,October,On-Time
FL1843,IndiGo,MAA,DEL,18-04-2025,10:10:24,131,14:42:01,124,356,1278,Storm,Air Traffic,G5,T1,263,Tuesday,May,Delayed
FL1844,Air India,CCU,HYD,30-07-2024,20:47:03,34,21:21:13,45,252,4351,Rain,Air Traffic,G22,T2,296,Monday,October,Delayed
FL1845,Air India,DXB,HYD,07-02-2026,22:53:46,10,21:16:44,12,310,2423,Clear,Late Aircraft,G23,T2,319,Sunday,August,On-Time
FL1846,Qatar Airways,MAA,HYD,25-04-2025,16:34:26,17,07:17:04,55,310,1140,Cloudy,Weather,G23,T3,251,Saturday,May,Delayed
FL1847,Qatar Airways,DEL,DXB,29-08-2024,10:11:51,82,16:23:06,118,128,3231,Cloudy,Crew Issue,G23,T1,79,Sunday,January,Delayed
FL1848,Qatar Airways,CCU,MAA,16-05-2025,20:28:28,24,10:14:15,41,296,2715,Storm,Crew Issue,G47,T1,74,Sunday,April,Delayed
FL1849,Qatar Airways,DEL,DXB,15-11-2024,12:44:59,73,04:04:41,76,153,4770,Storm,Weather,G41,T2,74,Friday,January,Delayed
FL1850,Akasa Air,CCU,HYD,17-12-2025,10:56:00,77,22:13:33,101,175,2395,Rain,Air Traffic,G34,T3,315,Saturday,April,Delayed
FL1851,Emirates,MAA,DEL,23-12-2025,21:10:52,98,22:55:01,98,70,1920,Storm,Crew Issue,G21,T3,263,Friday,September,Delayed
FL1852,Vistara,BOM,MAA,27-05-2025,20:27:58,172,12:10:20,168,268,3241,Fog,Crew Issue,G2,T1,170,Tuesday,June,Delayed
FL1853,Akasa Air,BOM,HYD,30-07-2025,02:06:50,41,01:59:58,48,113,3366,Clear,Security,G11,T2,321,Wednesday,February,Delayed
FL1854,Vistara,DXB,HYD,14-12-2025,12:32:53,17,07:41:27,41,246,2181,Rain,Technical,G16,T2,311,Friday,April,Delayed
FL1855,Emirates,SIN,BLR,04-12-2025,08:31:13,107,10:28:54,139,298,2645,Cloudy,Technical,G12,T3,237,Friday,December,Delayed
FL1856,IndiGo,BLR,BOM,26-02-2026,01:49:12,76,23:34:09,69,305,2630,Fog,Crew Issue,G15,T2,121,Saturday,October,Delayed
FL1857,Emirates,BOM,DEL,23-06-2024,00:11:52,6,11:46:49,42,122,2359,Storm,Crew Issue,G13,T2,303,Wednesday,April,On-Time
FL1858,Akasa Air,CCU,MAA,01-04-2026,20:52:35,42,10:25:20,48,122,4648,Clear,Air Traffic,G17,T1,341,Wednesday,October,Delayed
FL1859,Air India,SIN,HYD,27-04-2025,20:03:57,7,08:41:40,1,149,3151,Storm,Weather,G28,T1,167,Tuesday,November,On-Time
FL1860,Qatar Airways,CCU,BOM,16-03-2026,17:33:48,92,15:25:14,128,135,1225,Clear,Weather,G23,T3,319,Monday,April,Delayed
FL1861,Qatar Airways,MAA,SIN,20-04-2025,18:15:52,70,18:45:12,104,239,3495,Fog,Weather,G37,T2,334,Saturday,February,Delayed
FL1862,Vistara,HYD,BLR,31-08-2025,07:18:57,142,10:02:39,167,334,4856,Clear,Air Traffic,G42,T1,70,Saturday,September,Delayed
FL1863,Akasa Air,BLR,BOM,05-03-2025,16:02:10,63,19:50:48,89,86,584,Cloudy,Air Traffic,G20,T3,330,Thursday,October,Delayed
FL1864,Emirates,MAA,DXB,11-01-2026,23:49:23,69,21:34:06,94,283,1083,Clear,Crew Issue,G18,T3,79,Saturday,September,Delayed
FL1865,Air India,DEL,BLR,24-04-2026,23:43:53,44,22:56:18,52,93,3798,Clear,Air Traffic,G29,T1,71,Sunday,December,Delayed
FL1866,Vistara,HYD,DEL,04-04-2025,19:48:56,179,23:08:42,215,290,3706,Clear,Weather,G20,T2,58,Saturday,May,Delayed
FL1867,IndiGo,CCU,SIN,20-09-2024,06:20:55,31,21:48:06,24,109,2173,Clear,Air Traffic,G5,T3,175,Thursday,April,Delayed
FL1868,Emirates,DXB,HYD,08-09-2025,20:50:57,74,22:30:08,100,337,2277,Clear,Air Traffic,G4,T2,349,Sunday,October,Delayed
FL1869,Air India,BOM,MAA,24-01-2026,17:44:58,33,00:11:49,35,357,2482,Cloudy,Crew Issue,G4,T3,196,Saturday,January,Delayed
FL1870,Akasa Air,DEL,MAA,24-05-2025,07:12:11,158,10:08:42,182,248,2762,Fog,Air Traffic,G19,T2,144,Thursday,December,Delayed
FL1871,SpiceJet,MAA,DEL,26-09-2024,17:32:48,31,11:59:03,22,246,2207,Fog,Air Traffic,G10,T3,179,Wednesday,April,Delayed
FL1872,IndiGo,HYD,SIN,29-08-2025,02:37:09,59,19:55:48,72,332,443,Fog,Crew Issue,G16,T1,294,Friday,May,Delayed
FL1873,SpiceJet,BLR,BOM,20-01-2025,06:04:11,158,23:48:06,190,147,2476,Storm,Late Aircraft,G11,T1,53,Monday,December,Delayed
FL1874,Emirates,DXB,HYD,03-02-2026,07:16:32,70,15:54:52,85,154,4092,Cloudy,Late Aircraft,G33,T3,96,Tuesday,July,Delayed
FL1875,Air India,BLR,CCU,25-08-2024,01:30:31,105,15:34:15,101,165,1431,Storm,Air Traffic,G19,T3,345,Wednesday,August,Delayed
FL1876,Emirates,MAA,BOM,16-01-2025,13:42:56,49,11:05:07,81,254,311,Rain,Security,G3,T3,332,Saturday,April,Delayed
FL1877,Emirates,MAA,BLR,21-06-2024,03:36:21,112,18:09:05,103,203,2377,Cloudy,Technical,G20,T2,215,Sunday,March,Delayed
FL1878,IndiGo,MAA,BLR,22-08-2025,10:36:50,27,04:20:57,41,155,743,Cloudy,Security,G42,T3,345,Monday,March,Delayed
FL1879,Air India,CCU,SIN,04-03-2025,20:52:04,76,22:06:05,106,101,2650,Clear,Air Traffic,G37,T2,295,Thursday,May,Delayed
FL1880,Qatar Airways,SIN,CCU,21-04-2026,16:37:29,21,02:59:07,30,301,2710,Fog,Technical,G27,T1,90,Monday,March,Delayed
FL1881,Qatar Airways,MAA,DEL,08-10-2024,21:58:40,79,18:12:45,102,219,3972,Cloudy,Security,G2,T2,61,Friday,October,Delayed
FL1882,Air India,BLR,CCU,24-06-2024,01:23:29,167,08:21:17,165,135,2181,Rain,Late Aircraft,G9,T1,59,Wednesday,February,Delayed
FL1883,Akasa Air,SIN,BOM,10-08-2024,11:00:30,95,09:37:56,118,235,4455,Cloudy,Crew Issue,G2,T3,173,Saturday,June,Delayed
FL1884,Vistara,MAA,SIN,16-07-2024,14:46:00,163,05:09:14,176,218,4964,Storm,Crew Issue,G14,T1,243,Tuesday,April,Delayed
FL1885,Vistara,BLR,DEL,15-07-2025,07:54:08,28,06:58:34,32,71,2960,Clear,Air Traffic,G28,T2,174,Tuesday,December,Delayed
FL1886,Air India,BLR,SIN,02-08-2024,23:40:17,102,14:19:59,115,169,3193,Clear,Technical,G37,T2,195,Sunday,October,Delayed
FL1887,SpiceJet,SIN,CCU,22-08-2024,06:08:42,141,00:29:16,164,187,2661,Storm,Technical,G12,T2,199,Thursday,January,Delayed
FL1888,SpiceJet,DXB,CCU,27-08-2025,15:38:05,35,22:08:53,69,81,2986,Storm,Security,G16,T3,266,Friday,October,Delayed
FL1889,IndiGo,DEL,CCU,15-05-2024,20:44:39,95,08:20:26,117,223,4543,Storm,Crew Issue,G18,T1,343,Tuesday,September,Delayed
FL1890,IndiGo,DXB,CCU,27-04-2026,12:26:26,150,19:54:18,171,182,1723,Cloudy,Crew Issue,G5,T3,198,Sunday,November,Delayed
FL1891,SpiceJet,DEL,MAA,27-04-2026,17:07:09,103,16:13:00,106,290,2314,Storm,Crew Issue,G14,T2,247,Sunday,May,Delayed
FL1892,Vistara,SIN,BOM,17-05-2025,11:47:44,139,09:55:09,144,146,3513,Fog,Security,G7,T1,95,Saturday,September,Delayed
FL1893,Qatar Airways,MAA,HYD,17-07-2024,22:01:02,31,21:04:33,35,103,3772,Storm,Weather,G41,T3,93,Friday,February,Delayed
